Date,District,Warehouse_Name,Percent_of_Crime_Solved,Number_of_Lights
2023-05-02,Петрокотский,Молочковы,58.20834811,508
2023-05-02,Петрокотский,Мятновы,54.00584467,355
2023-05-02,Петрокотский,Сметанинковы,51.1558093,552
2023-05-02,Приморский,Колбасовы,60.17984761,620
2023-05-02,Приморский,Молочковы,52.8860024,534
2023-05-02,Приморский,Мятновы,57.72269632,711
2023-05-02,Приморский,Сметанинковы,53.06281531,539
2023-05-02,Невский,Колбасовы,54.39964073,439
2023-05-02,Невский,Молочковы,50.76108786,641
2023-05-02,Невский,Мятновы,59.68749404,541
2023-05-02,Невский,Сметанинковы,52.81437151,556
2023-05-01,Мышеостровский,Колбасовы,66.56526076,735
2023-05-01,Мышеостровский,Молочковы,64.78548941,744
2023-05-01,Мышеостровский,Мятновы,70.18232997,672
2023-05-01,Мышеостровский,Сметанинковы,67.85496144,823
2023-05-01,Краснокотейский,Колбасовы,65.03209892,567
2023-05-01,Краснокотейский,Молочковы,62.94529113,715
2023-05-01,Краснокотейский,Мятновы,62.41058513,618
2023-05-01,Краснокотейский,Сметанинковы,67.87563582,719
2023-05-01,Мышесельский,Колбасовы,70.01042916,723
2023-05-01,Мышесельский,Молочковы,69.09515654,611
2023-05-01,Мышесельский,Мятновы,66.52351124,624
2023-05-01,Мышесельский,Сметанинковы,66.09229983,672
2023-05-01,Петрокотский,Колбасовы,68.46962512,828
2023-05-01,Петрокотский,Молочковы,70.37899029,762
2023-05-01,Петрокотский,Мятновы,66.16117618,732
2023-05-01,Петрокотский,Сметанинковы,69.73723925,539
2023-05-01,Приморский,Колбасовы,69.00490554,567
2023-05-01,Приморский,Молочковы,68.95069919,381
2023-05-01,Приморский,Мятновы,70.80765926,659
2023-05-01,Приморский,Сметанинковы,71.89916756,691
2023-05-01,Невский,Колбасовы,71.7403985,876
2023-05-01,Невский,Молочковы,66.69429831,425
2023-05-01,Невский,Мятновы,62.8879689,453
2023-05-01,Невский,Сметанинковы,67.191464,862
2023-04-30,Мышеостровский,Колбасовы,87.06447301,990
2023-04-30,Мышеостровский,Молочковы,90.80012707,972
2023-04-30,Мышеостровский,Мятновы,82.6696767,928
2023-04-30,Мышеостровский,Сметанинковы,84.39488298,797
2023-04-30,Краснокотейский,Колбасовы,86.50197475,599
2023-04-30,Краснокотейский,Молочковы,87.27392036,813
2023-04-30,Краснокотейский,Мятновы,85.58569455,1023
2023-04-30,Краснокотейский,Сметанинковы,81.68627388,861
2023-04-30,Мышесельский,Колбасовы,89.13773458,756
2023-04-30,Мышесельский,Молочковы,82.19909196,739
2023-04-30,Мышесельский,Мятновы,82.11761766,958
2023-04-30,Мышесельский,Сметанинковы,83.99364352,1102
2023-04-30,Петрокотский,Колбасовы,83.79440279,860
2023-04-30,Петрокотский,Молочковы,82.21491342,694
2023-04-30,Петрокотский,Мятновы,86.71407579,1046
2023-04-30,Петрокотский,Сметанинковы,88.43031194,755
2023-04-30,Приморский,Колбасовы,83.70981723,1071
2023-04-30,Приморский,Молочковы,84.93105838,786
2023-04-30,Приморский,Мятновы,85.10969211,917
2023-04-30,Приморский,Сметанинковы,85.49115596,372
2023-04-30,Невский,Колбасовы,82.98510862,1091
2023-04-30,Невский,Молочковы,82.17223729,864
2023-04-30,Невский,Мятновы,88.58105257,1129
2023-04-30,Невский,Сметанинковы,90.09791296,1042
2023-04-29,Мышеостровский,Колбасовы,99.28208791,796
2023-04-29,Мышеостровский,Молочковы,99.28208791,1032
2023-04-29,Мышеостровский,Мятновы,99.28208791,606
2023-04-29,Мышеостровский,Сметанинковы,99.28208791,1001
2023-04-29,Краснокотейский,Колбасовы,99.28208791,978
2023-04-29,Краснокотейский,Молочковы,99.28208791,693
2023-04-29,Краснокотейский,Мятновы,99.28208791,481
2023-04-29,Краснокотейский,Сметанинковы,99.28208791,710
2023-04-29,Мышесельский,Колбасовы,99.28208791,680
2023-04-29,Мышесельский,Молочковы,99.28208791,606
2023-04-29,Мышесельский,Мятновы,99.28208791,993
2023-04-29,Мышесельский,Сметанинковы,99.28208791,719
2023-04-29,Петрокотский,Колбасовы,99.28208791,1056
2023-04-29,Петрокотский,Молочковы,99.28208791,817
2023-04-29,Петрокотский,Мятновы,99.28208791,571
2023-04-29,Петрокотский,Сметанинковы,99.28208791,938
2023-04-29,Приморский,Колбасовы,99.28208791,907
2023-04-29,Приморский,Молочковы,99.28208791,1116
2023-04-29,Приморский,Мятновы,99.28208791,553
2023-04-29,Приморский,Сметанинковы,99.28208791,759
2023-04-29,Невский,Колбасовы,99.28208791,729
2023-04-29,Невский,Молочковы,99.28208791,1042
2023-04-29,Невский,Мятновы,99.28208791,779
2023-04-29,Невский,Сметанинковы,99.28208791,815
2023-04-28,Мышеостровский,Колбасовы,91.59261194,835
2023-04-28,Мышеостровский,Молочковы,96.29348956,987
2023-04-28,Мышеостровский,Мятновы,91.7355573,1097
2023-04-28,Мышеостровский,Сметанинковы,97.93200061,713
2023-04-28,Краснокотейский,Колбасовы,92.87643857,990
2023-04-28,Краснокотейский,Молочковы,94.03924463,647
2023-04-28,Краснокотейский,Мятновы,95.36093279,1258
2023-04-28,Краснокотейский,Сметанинковы,97.55904037,1055
2023-04-28,Мышесельский,Колбасовы,97.72370605,923
2023-04-28,Мышесельский,Молочковы,89.20912965,824
2023-04-28,Мышесельский,Мятновы,96.9302462,1012
2023-04-28,Мышесельский,Сметанинковы,95.97859236,1115
2023-04-28,Петрокотский,Колбасовы,98.07871824,953
2023-04-28,Петрокотский,Молочковы,88.9227681,905
2023-04-28,Петрокотский,Мятновы,93.24272124,830
2023-04-28,Петрокотский,Сметанинковы,88.8347761,1053
2023-04-28,Приморский,Колбасовы,95.27877319,815
2023-04-28,Приморский,Молочковы,96.79259221,931
2023-04-28,Приморский,Мятновы,90.52211578,665
2023-04-28,Приморский,Сметанинковы,95.80486387,724
2023-04-28,Невский,Колбасовы,91.11960784,981
2023-04-28,Невский,Молочковы,97.89361866,959
2023-04-28,Невский,Мятновы,88.87031087,872
2023-04-28,Невский,Сметанинковы,98.43615648,1332
2023-04-27,Мышеостровский,Колбасовы,61.80025332,620
2023-04-27,Мышеостровский,Молочковы,57.7294717,480
2023-04-27,Мышеостровский,Мятновы,64.9085003,414
2023-04-27,Мышеостровский,Сметанинковы,60.88163695,643
2023-04-27,Краснокотейский,Колбасовы,60.11585838,601
2023-04-27,Краснокотейский,Молочковы,62.61674185,460
2023-04-27,Краснокотейский,Мятновы,58.75835426,547
2023-04-27,Краснокотейский,Сметанинковы,58.94418212,776
2023-04-27,Мышесельский,Колбасовы,61.32200363,629
2023-04-27,Мышесельский,Молочковы,59.3249464,471
2023-04-27,Мышесельский,Мятновы,58.06357972,612
2023-04-27,Мышесельский,Сметанинковы,65.83389801,618
2023-04-27,Петрокотский,Колбасовы,61.55380709,646
2023-04-27,Петрокотский,Молочковы,63.90690851,629
2023-04-27,Петрокотский,Мятновы,57.93053107,667
2023-04-27,Петрокотский,Сметанинковы,64.7235576,510
2023-04-27,Приморский,Колбасовы,59.26677519,655
2023-04-27,Приморский,Молочковы,56.93642321,680
2023-04-27,Приморский,Мятновы,66.10220546,814
2023-04-27,Приморский,Сметанинковы,58.46169862,507
2023-04-27,Невский,Колбасовы,61.27163121,776
2023-04-27,Невский,Молочковы,56.86226233,518
2023-04-27,Невский,Мятновы,62.96393486,616
2023-04-27,Невский,Сметанинковы,57.95943326,383
2023-04-26,Мышеостровский,Колбасовы,88.23642486,691
2023-04-26,Мышеостровский,Молочковы,83.96726907,966
2023-04-26,Мышеостровский,Мятновы,89.53658154,753
2023-04-26,Мышеостровский,Сметанинковы,87.39196584,761
2023-04-26,Краснокотейский,Колбасовы,87.42291508,821
2023-04-26,Краснокотейский,Молочковы,93.40943704,616
2023-04-26,Краснокотейский,Мятновы,90.08153622,798
2023-04-26,Краснокотейский,Сметанинковы,93.47860977,969
2023-04-26,Мышесельский,Колбасовы,87.90950035,861
2023-04-26,Мышесельский,Молочковы,84.9757282,995
2023-04-26,Мышесельский,Мятновы,85.49417499,828
2023-04-26,Мышесельский,Сметанинковы,90.22980123,889
2023-04-26,Петрокотский,Колбасовы,84.45638614,925
2023-04-26,Петрокотский,Молочковы,85.90630966,802
2023-04-26,Петрокотский,Мятновы,90.48401989,911
2023-04-26,Петрокотский,Сметанинковы,85.84899651,813
2023-04-26,Приморский,Колбасовы,92.30622968,572
2023-04-26,Приморский,Молочковы,92.54246441,799
2023-04-26,Приморский,Мятновы,90.36294243,817
2023-04-26,Приморский,Сметанинковы,91.83529923,691
2023-04-26,Невский,Колбасовы,91.53060989,768
2023-04-26,Невский,Молочковы,93.09735603,1430
2023-04-26,Невский,Мятновы,85.61502295,1145
2023-04-26,Невский,Сметанинковы,93.41517371,1093
2023-04-25,Мышеостровский,Колбасовы,76.94274143,743
2023-04-25,Мышеостровский,Молочковы,81.84941772,1021
2023-04-25,Мышеостровский,Мятновы,83.03212607,478
2023-04-25,Мышеостровский,Сметанинковы,83.75788995,679
2023-04-25,Краснокотейский,Колбасовы,79.02986046,826
2023-04-25,Краснокотейский,Молочковы,77.73545045,851
2023-04-25,Краснокотейский,Мятновы,81.41548945,950
2023-04-25,Краснокотейский,Сметанинковы,77.1683128,625
2023-04-25,Мышесельский,Колбасовы,84.30663458,971
2023-04-25,Мышесельский,Молочковы,82.15407169,657
2023-04-25,Мышесельский,Мятновы,81.71500028,1077
2023-04-25,Мышесельский,Сметанинковы,78.78673061,851
2023-04-25,Петрокотский,Колбасовы,78.97804408,955
2023-04-25,Петрокотский,Молочковы,78.0985329,580
2023-04-25,Петрокотский,Мятновы,83.75547025,858
2023-04-25,Петрокотский,Сметанинковы,81.66525694,544
2023-04-25,Приморский,Колбасовы,83.30458744,489
2023-04-25,Приморский,Молочковы,76.96428311,742
2023-04-25,Приморский,Мятновы,78.23198772,710
2023-04-25,Приморский,Сметанинковы,80.41371527,699
2023-04-25,Невский,Колбасовы,76.64566522,647
2023-04-25,Невский,Молочковы,76.995067,775
2023-04-25,Невский,Мятновы,78.43727022,664
2023-04-25,Невский,Сметанинковы,82.31330227,958
2023-04-24,Мышеостровский,Колбасовы,79.63548026,910
2023-04-24,Мышеостровский,Молочковы,81.9674466,1000
2023-04-24,Мышеостровский,Мятновы,76.77564745,922
2023-04-24,Мышеостровский,Сметанинковы,76.06671398,598
2023-04-24,Краснокотейский,Колбасовы,84.74911883,828
2023-04-24,Краснокотейский,Молочковы,78.82135735,682
2023-04-24,Краснокотейский,Мятновы,78.14197551,734
2023-04-24,Краснокотейский,Сметанинковы,79.85626368,938
2023-04-24,Мышесельский,Колбасовы,84.3312003,721
2023-04-24,Мышесельский,Молочковы,84.49578509,441
2023-04-24,Мышесельский,Мятновы,78.14750343,824
2023-04-24,Мышесельский,Сметанинковы,75.67004511,624
2023-04-24,Петрокотский,Колбасовы,84.8304806,996
2023-04-24,Петрокотский,Молочковы,78.02639515,696
2023-04-24,Петрокотский,Мятновы,81.35144545,1004
2023-04-24,Петрокотский,Сметанинковы,82.1836271,823
2023-04-24,Приморский,Колбасовы,80.71568649,689
2023-04-24,Приморский,Молочковы,75.67213034,868
2023-04-24,Приморский,Мятновы,77.57874822,763
2023-04-24,Приморский,Сметанинковы,76.88396769,742
2023-04-24,Невский,Колбасовы,83.66796583,943
2023-04-24,Невский,Молочковы,83.89934226,832
2023-04-24,Невский,Мятновы,77.7342075,1010
2023-04-24,Невский,Сметанинковы,84.39579844,939
2023-04-23,Мышеостровский,Колбасовы,75.24620306,1042
2023-04-23,Мышеостровский,Молочковы,73.92944439,671
2023-04-23,Мышеостровский,Мятновы,74.91442156,541
2023-04-23,Мышеостровский,Сметанинковы,76.43138249,862
2023-04-23,Краснокотейский,Колбасовы,73.59385469,1001
2023-04-23,Краснокотейский,Молочковы,77.10634456,558
2023-04-23,Краснокотейский,Мятновы,75.91522022,806
2023-04-23,Краснокотейский,Сметанинковы,73.32609117,653
2023-04-23,Мышесельский,Колбасовы,79.62276612,755
2023-04-23,Мышесельский,Молочковы,77.11594901,636
2023-04-23,Мышесельский,Мятновы,72.95186916,718
2023-04-23,Мышесельский,Сметанинковы,75.87556897,622
2023-04-23,Петрокотский,Колбасовы,80.85597604,716
2023-04-23,Петрокотский,Молочковы,73.7566092,971
2023-04-23,Петрокотский,Мятновы,73.93616578,893
2023-04-23,Петрокотский,Сметанинковы,72.444353,760
2023-04-23,Приморский,Колбасовы,72.48692506,752
2023-04-23,Приморский,Молочковы,81.19926794,741
2023-04-23,Приморский,Мятновы,77.87124905,858
2023-04-23,Приморский,Сметанинковы,73.84497599,420
2023-04-23,Невский,Колбасовы,71.91163051,777
2023-04-23,Невский,Молочковы,81.5229305,860
2023-04-23,Невский,Мятновы,79.81999633,685
2023-04-23,Невский,Сметанинковы,72.5055184,659
2023-04-22,Мышеостровский,Колбасовы,67.96215744,625
2023-04-22,Мышеостровский,Молочковы,77.44356095,1016
2023-04-22,Мышеостровский,Мятновы,73.01805692,729
2023-04-22,Мышеостровский,Сметанинковы,74.03008607,995
2023-04-22,Краснокотейский,Колбасовы,67.96811941,453
2023-04-22,Краснокотейский,Молочковы,70.10099264,619
2023-04-22,Краснокотейский,Мятновы,72.78533589,502
2023-04-22,Краснокотейский,Сметанинковы,74.49677264,552
2023-04-22,Мышесельский,Колбасовы,71.5687665,658
2023-04-22,Мышесельский,Молочковы,68.00704983,839
2023-04-22,Мышесельский,Мятновы,68.53809185,586
2023-04-22,Мышесельский,Сметанинковы,74.38680264,854
2023-04-22,Петрокотский,Колбасовы,72.36586915,674
2023-04-22,Петрокотский,Молочковы,68.13965975,717
2023-04-22,Петрокотский,Мятновы,72.01065167,818
2023-04-22,Петрокотский,Сметанинковы,73.70982171,790
2023-04-22,Приморский,Колбасовы,71.36209144,870
2023-04-22,Приморский,Молочковы,68.08511649,675
2023-04-22,Приморский,Мятновы,74.93732802,865
2023-04-22,Приморский,Сметанинковы,76.71789215,826
2023-04-22,Невский,Колбасовы,75.79238663,969
2023-04-22,Невский,Молочковы,76.84096894,955
2023-04-22,Невский,Мятновы,70.82513131,697
2023-04-22,Невский,Сметанинковы,71.8175816,982
2023-04-21,Мышеостровский,Колбасовы,68.32754097,749
2023-04-21,Мышеостровский,Молочковы,69.22862713,740
2023-04-21,Мышеостровский,Мятновы,71.31434787,904
2023-04-21,Мышеостровский,Сметанинковы,77.6537122,980
2023-04-21,Краснокотейский,Колбасовы,76.69257189,751
2023-04-21,Краснокотейский,Молочковы,78.10729152,398
2023-04-21,Краснокотейский,Мятновы,71.9805304,689
2023-04-21,Краснокотейский,Сметанинковы,77.18963279,722
2023-04-21,Мышесельский,Колбасовы,70.36480354,741
2023-04-21,Мышесельский,Молочковы,74.81646049,643
2023-04-21,Мышесельский,Мятновы,71.0314747,503
2023-04-21,Мышесельский,Сметанинковы,72.03129736,839
2023-04-21,Петрокотский,Колбасовы,76.58480763,624
2023-04-21,Петрокотский,Молочковы,76.17170298,788
2023-04-21,Петрокотский,Мятновы,77.50627416,740
2023-04-21,Петрокотский,Сметанинковы,75.67291834,820
2023-04-21,Приморский,Колбасовы,75.25362334,904
2023-04-21,Приморский,Молочковы,75.72880926,653
2023-04-21,Приморский,Мятновы,69.29757251,757
2023-04-21,Приморский,Сметанинковы,70.62427746,757
2023-04-21,Невский,Колбасовы,74.17915005,981
2023-04-21,Невский,Молочковы,74.25580921,788
2023-04-21,Невский,Мятновы,70.08736185,721
2023-04-21,Невский,Сметанинковы,71.23804716,633
2023-04-20,Мышеостровский,Колбасовы,77.28066508,808
2023-04-20,Мышеостровский,Молочковы,85.58733606,957
2023-04-20,Мышеостровский,Мятновы,77.43093691,574
2023-04-20,Мышеостровский,Сметанинковы,80.89977474,1251
2023-04-20,Краснокотейский,Колбасовы,86.66397172,1049
2023-04-20,Краснокотейский,Молочковы,83.76436706,880
2023-04-20,Краснокотейский,Мятновы,77.51642876,437
2023-04-20,Краснокотейский,Сметанинковы,77.85531991,701
2023-04-20,Мышесельский,Колбасовы,77.61275881,950
2023-04-20,Мышесельский,Молочковы,77.40036406,846
2023-04-20,Мышесельский,Мятновы,78.23982031,713
2023-04-20,Мышесельский,Сметанинковы,81.97041903,959
2023-04-20,Петрокотский,Колбасовы,82.6244544,598
2023-04-20,Петрокотский,Молочковы,81.73732943,870
2023-04-20,Петрокотский,Мятновы,79.37237103,899
2023-04-20,Петрокотский,Сметанинковы,80.32573548,566
2023-04-20,Приморский,Колбасовы,85.19066306,823
2023-04-20,Приморский,Молочковы,83.41410946,1097
2023-04-20,Приморский,Мятновы,86.05270861,888
2023-04-20,Приморский,Сметанинковы,77.43191138,807
2023-04-20,Невский,Колбасовы,85.24231002,769
2023-04-20,Невский,Молочковы,82.37268197,985
2023-04-20,Невский,Мятновы,84.11701914,894
2023-04-20,Невский,Сметанинковы,86.34045021,783
2023-04-19,Мышеостровский,Колбасовы,80.99604223,846
2023-04-19,Мышеостровский,Молочковы,81.14647523,854
2023-04-19,Мышеостровский,Мятновы,79.12409802,678
2023-04-19,Мышеостровский,Сметанинковы,74.59504658,717
2023-04-19,Краснокотейский,Колбасовы,78.07304206,1090
2023-04-19,Краснокотейский,Молочковы,77.14097647,671
2023-04-19,Краснокотейский,Мятновы,76.3955521,893
2023-04-19,Краснокотейский,Сметанинковы,74.99870597,689
2023-04-19,Мышесельский,Колбасовы,79.44633885,588
2023-04-19,Мышесельский,Молочковы,78.00022157,864
2023-04-19,Мышесельский,Мятновы,83.73827188,651
2023-04-19,Мышесельский,Сметанинковы,76.75072366,750
2023-04-19,Петрокотский,Колбасовы,82.4460727,595
2023-04-19,Петрокотский,Молочковы,81.3083316,999
2023-04-19,Петрокотский,Мятновы,80.65646991,767
2023-04-19,Петрокотский,Сметанинковы,76.61457807,713
2023-04-19,Приморский,Колбасовы,80.78253655,790
2023-04-19,Приморский,Молочковы,75.14154956,697
2023-04-19,Приморский,Мятновы,81.09272493,513
2023-04-19,Приморский,Сметанинковы,75.77054314,763
2023-04-19,Невский,Колбасовы,81.39549868,936
2023-04-19,Невский,Молочковы,75.59656108,671
2023-04-19,Невский,Мятновы,79.67003766,731
2023-04-19,Невский,Сметанинковы,77.19048446,540
2023-04-18,Мышеостровский,Колбасовы,55.44417087,460
2023-04-18,Мышеостровский,Молочковы,64.43884693,718
2023-04-18,Мышеостровский,Мятновы,59.76431509,575
2023-04-18,Мышеостровский,Сметанинковы,56.08933631,704
2023-04-18,Краснокотейский,Колбасовы,64.49845143,398
2023-04-18,Краснокотейский,Молочковы,58.53795274,485
2023-04-18,Краснокотейский,Мятновы,64.16638928,596
2023-04-18,Краснокотейский,Сметанинковы,55.97059888,564
2023-04-18,Мышесельский,Колбасовы,61.2887448,669
2023-04-18,Мышесельский,Молочковы,58.00360015,533
2023-04-18,Мышесельский,Мятновы,57.57232272,592
2023-04-18,Мышесельский,Сметанинковы,63.39141082,824
2023-04-18,Петрокотский,Колбасовы,62.009339,544
2023-04-18,Петрокотский,Молочковы,63.04678785,658
2023-04-18,Петрокотский,Мятновы,64.95528141,451
2023-04-18,Петрокотский,Сметанинковы,61.51605437,673
2023-04-18,Приморский,Колбасовы,59.60981102,488
2023-04-18,Приморский,Молочковы,62.56790102,410
2023-04-18,Приморский,Мятновы,55.8711571,524
2023-04-18,Приморский,Сметанинковы,60.37172316,581
2023-04-18,Невский,Колбасовы,60.25501096,506
2023-04-18,Невский,Молочковы,56.37474628,631
2023-04-18,Невский,Мятновы,62.91697689,779
2023-04-18,Невский,Сметанинковы,60.97614646,630
2023-04-17,Мышеостровский,Колбасовы,50.72959168,532
2023-04-17,Мышеостровский,Молочковы,53.89413214,459
2023-04-17,Мышеостровский,Мятновы,56.76253544,538
2023-04-17,Мышеостровский,Сметанинковы,58.11284267,662
2023-04-17,Краснокотейский,Колбасовы,52.67283066,372
2023-04-17,Краснокотейский,Молочковы,50.73482922,599
2023-04-17,Краснокотейский,Мятновы,57.17756314,715
2023-04-17,Краснокотейский,Сметанинковы,57.8126665,684
2023-04-17,Мышесельский,Колбасовы,58.22092136,614
2023-04-17,Мышесельский,Молочковы,57.01229384,312
2023-04-17,Мышесельский,Мятновы,51.70886247,581
2023-04-17,Мышесельский,Сметанинковы,56.63208476,767
2023-04-17,Петрокотский,Колбасовы,58.97991011,616
2023-04-17,Петрокотский,Молочковы,52.54275416,519
2023-04-17,Петрокотский,Мятновы,57.04929847,650
2023-04-17,Петрокотский,Сметанинковы,58.064152,682
2023-04-17,Приморский,Колбасовы,57.18820879,617
2023-04-17,Приморский,Молочковы,56.35034939,646
2023-04-17,Приморский,Мятновы,54.97034916,683
2023-04-17,Приморский,Сметанинковы,57.47686243,553
2023-04-17,Невский,Колбасовы,51.72790283,398
2023-04-17,Невский,Молочковы,54.99194872,578
2023-04-17,Невский,Мятновы,52.65909291,617
2023-04-17,Невский,Сметанинковы,56.95973261,866
2023-04-16,Мышеостровский,Колбасовы,76.41927085,623
2023-04-16,Мышеостровский,Молочковы,74.11829913,671
2023-04-16,Мышеостровский,Мятновы,78.99506364,594
2023-04-16,Мышеостровский,Сметанинковы,78.72016301,567
2023-04-16,Краснокотейский,Колбасовы,75.23899315,647
2023-04-16,Краснокотейский,Молочковы,74.01916291,777
2023-04-16,Краснокотейский,Мятновы,79.59828474,1170
2023-04-16,Краснокотейский,Сметанинковы,83.35495045,822
2023-04-16,Мышесельский,Колбасовы,82.79242869,895
2023-04-16,Мышесельский,Молочковы,81.40320511,725
2023-04-16,Мышесельский,Мятновы,82.41067444,738
2023-04-16,Мышесельский,Сметанинковы,77.84003214,818
2023-04-16,Петрокотский,Колбасовы,79.33754789,640
2023-04-16,Петрокотский,Молочковы,77.71226642,482
2023-04-16,Петрокотский,Мятновы,82.74051162,662
2023-04-16,Петрокотский,Сметанинковы,81.66698919,672
2023-04-16,Приморский,Колбасовы,75.77781112,310
2023-04-16,Приморский,Молочковы,81.698664,1006
2023-04-16,Приморский,Мятновы,79.88439424,800
2023-04-16,Приморский,Сметанинковы,80.66617593,877
2023-04-16,Невский,Колбасовы,79.05382638,644
2023-04-16,Невский,Молочковы,80.58476134,659
2023-04-16,Невский,Мятновы,78.82402672,881
2023-04-16,Невский,Сметанинковы,77.39717198,796
2023-04-15,Мышеостровский,Колбасовы,66.90613428,611
2023-04-15,Мышеостровский,Молочковы,71.29567813,669
2023-04-15,Мышеостровский,Мятновы,65.18489742,721
2023-04-15,Мышеостровский,Сметанинковы,64.46402014,649
2023-04-15,Краснокотейский,Колбасовы,69.11539646,467
2023-04-15,Краснокотейский,Молочковы,67.32263459,614
2023-04-15,Краснокотейский,Мятновы,71.39425814,643
2023-04-15,Краснокотейский,Сметанинковы,63.94330615,807
2023-04-15,Мышесельский,Колбасовы,68.4848292,793
2023-04-15,Мышесельский,Молочковы,67.75077437,788
2023-04-15,Мышесельский,Мятновы,67.27155303,775
2023-04-15,Мышесельский,Сметанинковы,72.46972818,674
2023-04-15,Петрокотский,Колбасовы,69.58532704,446
2023-04-15,Петрокотский,Молочковы,65.69383028,653
2023-04-15,Петрокотский,Мятновы,64.55373741,722
2023-04-15,Петрокотский,Сметанинковы,68.70245656,684
2023-04-15,Приморский,Колбасовы,64.48908657,532
2023-04-15,Приморский,Молочковы,73.00350099,891
2023-04-15,Приморский,Мятновы,69.73641855,540
2023-04-15,Приморский,Сметанинковы,64.34473302,750
2023-04-15,Невский,Колбасовы,71.4499445,1027
2023-04-15,Невский,Молочковы,65.14743353,629
2023-04-15,Невский,Мятновы,65.73984778,513
2023-04-15,Невский,Сметанинковы,70.38489746,901
2023-04-14,Мышеостровский,Колбасовы,83.98472539,968
2023-04-14,Мышеостровский,Молочковы,76.13815315,1044
2023-04-14,Мышеостровский,Мятновы,84.05980076,691
2023-04-14,Мышеостровский,Сметанинковы,81.67780013,926
2023-04-14,Краснокотейский,Колбасовы,80.12646318,861
2023-04-14,Краснокотейский,Молочковы,76.62972288,712
2023-04-14,Краснокотейский,Мятновы,81.50323702,742
2023-04-14,Краснокотейский,Сметанинковы,75.6857361,683
2023-04-14,Мышесельский,Колбасовы,84.56204465,923
2023-04-14,Мышесельский,Молочковы,82.91019883,1049
2023-04-14,Мышесельский,Мятновы,84.45074033,947
2023-04-14,Мышесельский,Сметанинковы,78.57551322,713
2023-04-14,Петрокотский,Колбасовы,84.3428583,929
2023-04-14,Петрокотский,Молочковы,81.85761123,792
2023-04-14,Петрокотский,Мятновы,81.50482201,956
2023-04-14,Петрокотский,Сметанинковы,82.05700528,534
2023-04-14,Приморский,Колбасовы,77.24760544,658
2023-04-14,Приморский,Молочковы,75.35318249,750
2023-04-14,Приморский,Мятновы,80.78198153,609
2023-04-14,Приморский,Сметанинковы,80.34856959,710
2023-04-14,Невский,Колбасовы,79.35878429,811
2023-04-14,Невский,Молочковы,84.31544354,1207
2023-04-14,Невский,Мятновы,81.87722039,410
2023-04-14,Невский,Сметанинковы,83.80687311,867
2023-04-13,Мышеостровский,Колбасовы,50.97095692,399
2023-04-13,Мышеостровский,Молочковы,59.27165016,504
2023-04-13,Мышеостровский,Мятновы,52.06589135,538
2023-04-13,Мышеостровский,Сметанинковы,57.40603242,598
2023-04-13,Краснокотейский,Колбасовы,57.59473907,703
2023-04-13,Краснокотейский,Молочковы,54.40530571,517
2023-04-13,Краснокотейский,Мятновы,52.17366138,805
2023-04-13,Краснокотейский,Сметанинковы,56.44980085,543
2023-04-13,Мышесельский,Колбасовы,60.51146137,566
2023-04-13,Мышесельский,Молочковы,60.17497196,678
2023-04-13,Мышесельский,Мятновы,53.20715065,526
2023-04-13,Мышесельский,Сметанинковы,59.88933008,378
2023-04-13,Петрокотский,Колбасовы,53.85350678,280
2023-04-13,Петрокотский,Молочковы,56.55203154,414
2023-04-13,Петрокотский,Мятновы,52.75209831,529
2023-04-13,Петрокотский,Сметанинковы,52.92330072,644
2023-04-13,Приморский,Колбасовы,57.73233934,432
2023-04-13,Приморский,Молочковы,55.13814182,578
2023-04-13,Приморский,Мятновы,57.68385397,465
2023-04-13,Приморский,Сметанинковы,60.33904385,533
2023-04-13,Невский,Колбасовы,51.82333546,291
2023-04-13,Невский,Молочковы,56.077539,462
2023-04-13,Невский,Мятновы,52.10612852,360
2023-04-13,Невский,Сметанинковы,54.81185801,750
2023-04-12,Мышеостровский,Колбасовы,65.21430415,662
2023-04-12,Мышеостровский,Молочковы,64.32937908,646
2023-04-12,Мышеостровский,Мятновы,66.22018854,704
2023-04-12,Мышеостровский,Сметанинковы,66.92881979,730
2023-04-12,Краснокотейский,Колбасовы,62.10261476,514
2023-04-12,Краснокотейский,Молочковы,67.06760024,698
2023-04-12,Краснокотейский,Мятновы,65.22458444,718
2023-04-12,Краснокотейский,Сметанинковы,63.1479498,639
2023-04-12,Мышесельский,Колбасовы,63.15199876,515
2023-04-12,Мышесельский,Молочковы,62.84943626,635
2023-04-12,Мышесельский,Мятновы,64.33321067,535
2023-04-12,Мышесельский,Сметанинковы,61.43596467,644
2023-04-12,Петрокотский,Колбасовы,67.01885601,676
2023-04-12,Петрокотский,Молочковы,59.84005446,430
2023-04-12,Петрокотский,Мятновы,59.51674449,518
2023-04-12,Петрокотский,Сметанинковы,68.94230983,722
2023-04-12,Приморский,Колбасовы,62.26108062,610
2023-04-12,Приморский,Молочковы,61.63542377,546
2023-04-12,Приморский,Мятновы,65.95052277,692
2023-04-12,Приморский,Сметанинковы,60.12058794,744
2023-04-12,Невский,Колбасовы,68.87471258,474
2023-04-12,Невский,Молочковы,65.07263688,469
2023-04-12,Невский,Мятновы,67.32487325,643
2023-04-12,Невский,Сметанинковы,64.11101205,601
2023-04-11,Мышеостровский,Колбасовы,58.50684999,342
2023-04-11,Мышеостровский,Молочковы,60.8747445,616
