Date,District,Warehouse_Name,Number_of_Guards,Police_Units
2023-04-20,Мышеостровский,Сметанинковы,4,2
2023-04-20,Краснокотейский,Колбасовы,4,3
2023-04-20,Краснокотейский,Молочковы,10,8
2023-04-20,Краснокотейский,Мятновы,5,3
2023-04-20,Краснокотейский,Сметанинковы,4,2
2023-04-20,Мышесельский,Колбасовы,9,7
2023-04-20,Мышесельский,Молочковы,4,4
2023-04-20,Мышесельский,Мятновы,3,1
2023-04-20,Мышесельский,Сметанинковы,8,8
2023-04-20,Петрокотский,Колбасовы,6,6
2023-04-20,Петрокотский,Молочковы,6,4
2023-04-20,Петрокотский,Мятновы,2,2
2023-04-20,Петрокотский,Сметанинковы,6,5
2023-04-20,Приморский,Колбасовы,2,1
2023-04-20,Приморский,Молочковы,9,8
2023-04-20,Приморский,Мятновы,3,3
2023-04-20,Приморский,Сметанинковы,6,6
2023-04-20,Невский,Колбасовы,2,1
2023-04-20,Невский,Молочковы,4,2
2023-04-20,Невский,Мятновы,9,8
2023-04-20,Невский,Сметанинковы,9,7
2023-04-19,Мышеостровский,Колбасовы,8,8
2023-04-19,Мышеостровский,Молочковы,9,8
2023-04-19,Мышеостровский,Мятновы,1,1
2023-04-19,Мышеостровский,Сметанинковы,8,7
2023-04-19,Краснокотейский,Колбасовы,5,5
2023-04-19,Краснокотейский,Молочковы,1,1
2023-04-19,Краснокотейский,Мятновы,8,6
2023-04-19,Краснокотейский,Сметанинковы,8,7
2023-04-19,Мышесельский,Колбасовы,9,9
2023-04-19,Мышесельский,Молочковы,3,2
2023-04-19,Мышесельский,Мятновы,7,6
2023-04-19,Мышесельский,Сметанинковы,6,5
2023-04-19,Петрокотский,Колбасовы,6,4
2023-04-19,Петрокотский,Молочковы,9,8
2023-04-19,Петрокотский,Мятновы,5,5
2023-04-19,Петрокотский,Сметанинковы,7,6
2023-04-19,Приморский,Колбасовы,11,9
2023-04-19,Приморский,Молочковы,3,2
2023-04-19,Приморский,Мятновы,3,3
2023-04-19,Приморский,Сметанинковы,7,6
2023-04-19,Невский,Колбасовы,7,5
2023-04-19,Невский,Молочковы,7,6
2023-04-19,Невский,Мятновы,3,1
2023-04-19,Невский,Сметанинковы,7,6
2023-04-18,Мышеостровский,Колбасовы,9,7
2023-04-18,Мышеостровский,Молочковы,6,5
2023-04-18,Мышеостровский,Мятновы,7,7
2023-04-18,Мышеостровский,Сметанинковы,10,8
2023-04-18,Краснокотейский,Колбасовы,7,6
2023-04-18,Краснокотейский,Молочковы,7,5
2023-04-18,Краснокотейский,Мятновы,11,9
2023-04-18,Краснокотейский,Сметанинковы,5,5
2023-04-18,Мышесельский,Колбасовы,8,8
2023-04-18,Мышесельский,Молочковы,5,5
2023-04-18,Мышесельский,Мятновы,5,5
2023-04-18,Мышесельский,Сметанинковы,3,2
2023-04-18,Петрокотский,Колбасовы,8,6
2023-04-18,Петрокотский,Молочковы,4,2
2023-04-18,Петрокотский,Мятновы,8,8
2023-04-18,Петрокотский,Сметанинковы,6,6
2023-04-18,Приморский,Колбасовы,4,2
2023-04-18,Приморский,Молочковы,2,1
2023-04-18,Приморский,Мятновы,6,4
2023-04-18,Приморский,Сметанинковы,4,4
2023-04-18,Невский,Колбасовы,5,3
2023-04-18,Невский,Молочковы,8,7
2023-04-18,Невский,Мятновы,7,6
2023-04-18,Невский,Сметанинковы,4,2
2023-04-17,Мышеостровский,Колбасовы,6,5
2023-04-17,Мышеостровский,Молочковы,5,5
2023-04-17,Мышеостровский,Мятновы,4,3
2023-04-17,Мышеостровский,Сметанинковы,1,1
2023-04-17,Краснокотейский,Колбасовы,7,6
2023-04-17,Краснокотейский,Молочковы,3,1
2023-04-17,Краснокотейский,Мятновы,5,4
2023-04-17,Краснокотейский,Сметанинковы,4,4
2023-04-17,Мышесельский,Колбасовы,5,5
2023-04-17,Мышесельский,Молочковы,5,3
2023-04-17,Мышесельский,Мятновы,3,1
2023-04-17,Мышесельский,Сметанинковы,5,4
2023-04-17,Петрокотский,Колбасовы,8,7
2023-04-17,Петрокотский,Молочковы,8,8
2023-04-17,Петрокотский,Мятновы,3,3
2023-04-17,Петрокотский,Сметанинковы,8,7
2023-04-17,Приморский,Колбасовы,5,5
2023-04-17,Приморский,Молочковы,1,1
2023-04-17,Приморский,Мятновы,7,7
2023-04-17,Приморский,Сметанинковы,3,3
2023-04-17,Невский,Колбасовы,9,8
2023-04-17,Невский,Молочковы,2,2
2023-04-17,Невский,Мятновы,5,5
2023-04-17,Невский,Сметанинковы,7,5
2023-04-16,Мышеостровский,Колбасовы,5,3
2023-04-16,Мышеостровский,Молочковы,4,3
2023-04-16,Мышеостровский,Мятновы,2,2
2023-04-16,Мышеостровский,Сметанинковы,11,9
2023-04-16,Краснокотейский,Колбасовы,2,2
2023-04-16,Краснокотейский,Молочковы,11,9
2023-04-16,Краснокотейский,Мятновы,1,1
2023-04-16,Краснокотейский,Сметанинковы,4,3
2023-04-16,Мышесельский,Колбасовы,10,9
2023-04-16,Мышесельский,Молочковы,11,9
2023-04-16,Мышесельский,Мятновы,10,9
2023-04-16,Мышесельский,Сметанинковы,6,6
2023-04-16,Петрокотский,Колбасовы,6,4
2023-04-16,Петрокотский,Молочковы,7,5
2023-04-16,Петрокотский,Мятновы,5,3
2023-04-16,Петрокотский,Сметанинковы,4,2
2023-04-16,Приморский,Колбасовы,9,9
2023-04-16,Приморский,Молочковы,5,3
2023-04-16,Приморский,Мятновы,3,1
2023-04-16,Приморский,Сметанинковы,4,4
2023-04-16,Невский,Колбасовы,8,8
2023-04-16,Невский,Молочковы,10,8
2023-04-16,Невский,Мятновы,2,1
2023-04-16,Невский,Сметанинковы,4,3
2023-04-15,Мышеостровский,Колбасовы,8,8
2023-04-15,Мышеостровский,Молочковы,7,5
2023-04-15,Мышеостровский,Мятновы,10,8
2023-04-15,Мышеостровский,Сметанинковы,7,5
2023-04-15,Краснокотейский,Колбасовы,7,5
2023-04-15,Краснокотейский,Молочковы,8,6
2023-04-15,Краснокотейский,Мятновы,3,1
2023-04-15,Краснокотейский,Сметанинковы,10,9
2023-04-15,Мышесельский,Колбасовы,4,4
2023-04-15,Мышесельский,Молочковы,6,5
2023-04-15,Мышесельский,Мятновы,11,9
2023-04-15,Мышесельский,Сметанинковы,2,2
2023-04-15,Петрокотский,Колбасовы,6,5
2023-04-15,Петрокотский,Молочковы,6,4
2023-04-15,Петрокотский,Мятновы,10,8
2023-04-15,Петрокотский,Сметанинковы,2,2
2023-04-15,Приморский,Колбасовы,6,5
2023-04-15,Приморский,Молочковы,2,1
2023-04-15,Приморский,Мятновы,9,8
2023-04-15,Приморский,Сметанинковы,3,2
2023-04-15,Невский,Колбасовы,2,2
2023-04-15,Невский,Молочковы,8,8
2023-04-15,Невский,Мятновы,9,8
2023-04-15,Невский,Сметанинковы,8,8
2023-04-14,Мышеостровский,Колбасовы,2,2
2023-04-14,Мышеостровский,Молочковы,9,7
2023-04-14,Мышеостровский,Мятновы,7,7
2023-04-14,Мышеостровский,Сметанинковы,5,4
2023-04-14,Краснокотейский,Колбасовы,8,7
2023-04-14,Краснокотейский,Молочковы,6,5
2023-04-14,Краснокотейский,Мятновы,3,2
2023-04-14,Краснокотейский,Сметанинковы,3,2
2023-04-14,Мышесельский,Колбасовы,5,4
2023-04-14,Мышесельский,Молочковы,7,6
2023-04-14,Мышесельский,Мятновы,11,9
2023-04-14,Мышесельский,Сметанинковы,4,2
2023-04-14,Петрокотский,Колбасовы,4,3
2023-04-14,Петрокотский,Молочковы,8,6
2023-04-14,Петрокотский,Мятновы,8,8
2023-04-14,Петрокотский,Сметанинковы,11,9
2023-04-14,Приморский,Колбасовы,5,3
2023-04-14,Приморский,Молочковы,4,4
2023-04-14,Приморский,Мятновы,4,4
2023-04-14,Приморский,Сметанинковы,6,5
2023-04-14,Невский,Колбасовы,9,9
2023-04-14,Невский,Молочковы,2,1
2023-04-14,Невский,Мятновы,8,8
2023-04-14,Невский,Сметанинковы,8,7
2023-04-13,Мышеостровский,Колбасовы,7,5
2023-04-13,Мышеостровский,Молочковы,3,3
2023-04-13,Мышеостровский,Мятновы,3,1
2023-04-13,Мышеостровский,Сметанинковы,11,9
2023-04-13,Краснокотейский,Колбасовы,8,6
2023-04-13,Краснокотейский,Молочковы,11,9
2023-04-13,Краснокотейский,Мятновы,5,3
2023-04-13,Краснокотейский,Сметанинковы,9,7
2023-04-13,Мышесельский,Колбасовы,9,7
2023-04-13,Мышесельский,Молочковы,4,2
2023-04-13,Мышесельский,Мятновы,6,4
2023-04-13,Мышесельский,Сметанинковы,5,3
2023-04-13,Петрокотский,Колбасовы,6,4
2023-04-13,Петрокотский,Молочковы,8,6
2023-04-13,Петрокотский,Мятновы,9,7
2023-04-13,Петрокотский,Сметанинковы,10,9
2023-04-13,Приморский,Колбасовы,3,1
2023-04-13,Приморский,Молочковы,8,6
2023-04-13,Приморский,Мятновы,10,8
2023-04-13,Приморский,Сметанинковы,7,5
2023-04-13,Невский,Колбасовы,2,2
2023-04-13,Невский,Молочковы,6,6
2023-04-13,Невский,Мятновы,5,4
2023-04-13,Невский,Сметанинковы,10,8
2023-04-12,Мышеостровский,Колбасовы,9,7
2023-04-12,Мышеостровский,Молочковы,3,3
2023-04-12,Мышеостровский,Мятновы,4,2
2023-04-12,Мышеостровский,Сметанинковы,6,6
2023-04-12,Краснокотейский,Колбасовы,8,6
2023-04-12,Краснокотейский,Молочковы,6,6
2023-04-12,Краснокотейский,Мятновы,7,5
2023-04-12,Краснокотейский,Сметанинковы,9,7
2023-04-12,Мышесельский,Колбасовы,5,5
2023-04-12,Мышесельский,Молочковы,6,6
2023-04-12,Мышесельский,Мятновы,4,4
2023-04-12,Мышесельский,Сметанинковы,5,5
2023-04-12,Петрокотский,Колбасовы,7,6
2023-04-12,Петрокотский,Молочковы,10,8
2023-04-12,Петрокотский,Мятновы,5,5
2023-04-12,Петрокотский,Сметанинковы,8,6
2023-04-12,Приморский,Колбасовы,7,7
2023-04-12,Приморский,Молочковы,3,3
2023-04-12,Приморский,Мятновы,4,3
2023-04-12,Приморский,Сметанинковы,5,3
2023-04-12,Невский,Колбасовы,8,6
2023-04-12,Невский,Молочковы,5,5
2023-04-12,Невский,Мятновы,6,4
2023-04-12,Невский,Сметанинковы,10,9
2023-04-11,Мышеостровский,Колбасовы,10,8
2023-04-11,Мышеостровский,Молочковы,11,9
2023-04-11,Мышеостровский,Мятновы,5,3
2023-04-11,Мышеостровский,Сметанинковы,10,8
2023-04-11,Краснокотейский,Колбасовы,9,8
2023-04-11,Краснокотейский,Молочковы,6,4
2023-04-11,Краснокотейский,Мятновы,4,2
2023-04-11,Краснокотейский,Сметанинковы,5,3
2023-04-11,Мышесельский,Колбасовы,9,7
2023-04-11,Мышесельский,Молочковы,5,5
2023-04-11,Мышесельский,Мятновы,1,1
2023-04-11,Мышесельский,Сметанинковы,4,2
2023-04-11,Петрокотский,Колбасовы,2,1
2023-04-11,Петрокотский,Молочковы,4,3
2023-04-11,Петрокотский,Мятновы,6,5
2023-04-11,Петрокотский,Сметанинковы,7,6
2023-04-11,Приморский,Колбасовы,7,5
2023-04-11,Приморский,Молочковы,5,5
2023-04-11,Приморский,Мятновы,4,2
2023-04-11,Приморский,Сметанинковы,3,1
2023-04-11,Невский,Колбасовы,9,9
2023-04-11,Невский,Молочковы,5,5
2023-04-11,Невский,Мятновы,5,3
2023-04-11,Невский,Сметанинковы,5,5
2023-04-10,Мышеостровский,Колбасовы,7,6
2023-04-10,Мышеостровский,Молочковы,4,4
2023-04-10,Мышеостровский,Мятновы,4,4
2023-04-10,Мышеостровский,Сметанинковы,9,9
2023-04-10,Краснокотейский,Колбасовы,2,2
2023-04-10,Краснокотейский,Молочковы,8,6
2023-04-10,Краснокотейский,Мятновы,9,7
2023-04-10,Краснокотейский,Сметанинковы,9,9
2023-04-10,Мышесельский,Колбасовы,10,8
2023-04-10,Мышесельский,Молочковы,2,1
2023-04-10,Мышесельский,Мятновы,7,5
2023-04-10,Мышесельский,Сметанинковы,9,7
2023-04-10,Петрокотский,Колбасовы,8,6
2023-04-10,Петрокотский,Молочковы,6,4
2023-04-10,Петрокотский,Мятновы,5,4
2023-04-10,Петрокотский,Сметанинковы,8,8
2023-04-10,Приморский,Колбасовы,8,8
2023-04-10,Приморский,Молочковы,8,7
2023-04-10,Приморский,Мятновы,8,6
2023-04-10,Приморский,Сметанинковы,7,6
2023-04-10,Невский,Колбасовы,6,5
2023-04-10,Невский,Молочковы,4,4
2023-04-10,Невский,Мятновы,7,7
2023-04-10,Невский,Сметанинковы,7,5
2023-04-09,Мышеостровский,Колбасовы,2,1
2023-04-09,Мышеостровский,Молочковы,10,9
2023-04-09,Мышеостровский,Мятновы,5,5
2023-04-09,Мышеостровский,Сметанинковы,11,9
2023-04-09,Краснокотейский,Колбасовы,10,9
2023-04-09,Краснокотейский,Молочковы,5,3
2023-04-09,Краснокотейский,Мятновы,6,4
2023-04-09,Краснокотейский,Сметанинковы,3,1
2023-04-09,Мышесельский,Колбасовы,5,3
2023-04-09,Мышесельский,Молочковы,8,8
2023-04-09,Мышесельский,Мятновы,2,1
2023-04-09,Мышесельский,Сметанинковы,5,5
2023-04-09,Петрокотский,Колбасовы,7,5
2023-04-09,Петрокотский,Молочковы,4,4
2023-04-09,Петрокотский,Мятновы,3,1
2023-04-09,Петрокотский,Сметанинковы,5,5
2023-04-09,Приморский,Колбасовы,2,2
2023-04-09,Приморский,Молочковы,9,8
2023-04-09,Приморский,Мятновы,7,5
2023-04-09,Приморский,Сметанинковы,1,1
2023-04-09,Невский,Колбасовы,9,8
2023-04-09,Невский,Молочковы,6,6
2023-04-09,Невский,Мятновы,4,3
2023-04-09,Невский,Сметанинковы,3,1
2023-04-08,Мышеостровский,Колбасовы,6,6
2023-04-08,Мышеостровский,Молочковы,7,7
2023-04-08,Мышеостровский,Мятновы,2,2
2023-04-08,Мышеостровский,Сметанинковы,9,8
2023-04-08,Краснокотейский,Колбасовы,6,4
2023-04-08,Краснокотейский,Молочковы,6,4
2023-04-08,Краснокотейский,Мятновы,6,6
2023-04-08,Краснокотейский,Сметанинковы,1,1
2023-04-08,Мышесельский,Колбасовы,2,2
2023-04-08,Мышесельский,Молочковы,10,8
2023-04-08,Мышесельский,Мятновы,6,4
2023-04-08,Мышесельский,Сметанинковы,7,7
2023-04-08,Петрокотский,Колбасовы,2,2
2023-04-08,Петрокотский,Молочковы,10,9
2023-04-08,Петрокотский,Мятновы,2,1
2023-04-08,Петрокотский,Сметанинковы,3,1
2023-04-08,Приморский,Колбасовы,9,9
2023-04-08,Приморский,Молочковы,8,8
2023-04-08,Приморский,Мятновы,9,9
2023-04-08,Приморский,Сметанинковы,9,7
2023-04-08,Невский,Колбасовы,10,8
2023-04-08,Невский,Молочковы,9,9
2023-04-08,Невский,Мятновы,10,9
2023-04-08,Невский,Сметанинковы,7,6
2023-04-07,Мышеостровский,Колбасовы,8,6
2023-04-07,Мышеостровский,Молочковы,7,7
2023-04-07,Мышеостровский,Мятновы,5,5
2023-04-07,Мышеостровский,Сметанинковы,2,2
2023-04-07,Краснокотейский,Колбасовы,11,9
2023-04-07,Краснокотейский,Молочковы,6,5
2023-04-07,Краснокотейский,Мятновы,11,9
2023-04-07,Краснокотейский,Сметанинковы,3,2
2023-04-07,Мышесельский,Колбасовы,9,8
2023-04-07,Мышесельский,Молочковы,8,8
2023-04-07,Мышесельский,Мятновы,9,9
2023-04-07,Мышесельский,Сметанинковы,6,5
2023-04-07,Петрокотский,Колбасовы,5,4
2023-04-07,Петрокотский,Молочковы,11,9
2023-04-07,Петрокотский,Мятновы,6,6
2023-04-07,Петрокотский,Сметанинковы,6,6
2023-04-07,Приморский,Колбасовы,8,6
2023-04-07,Приморский,Молочковы,2,1
2023-04-07,Приморский,Мятновы,9,9
2023-04-07,Приморский,Сметанинковы,9,8
2023-04-07,Невский,Колбасовы,5,4
2023-04-07,Невский,Молочковы,4,4
2023-04-07,Невский,Мятновы,6,5
2023-04-07,Невский,Сметанинковы,9,9
2023-04-06,Мышеостровский,Колбасовы,3,3
2023-04-06,Мышеостровский,Молочковы,6,6
2023-04-06,Мышеостровский,Мятновы,3,2
2023-04-06,Мышеостровский,Сметанинковы,2,1
2023-04-06,Краснокотейский,Колбасовы,11,9
2023-04-06,Краснокотейский,Молочковы,7,6
2023-04-06,Краснокотейский,Мятновы,9,8
2023-04-06,Краснокотейский,Сметанинковы,5,5
2023-04-06,Мышесельский,Колбасовы,6,5
2023-04-06,Мышесельский,Молочковы,6,6
2023-04-06,Мышесельский,Мятновы,11,9
2023-04-06,Мышесельский,Сметанинковы,3,1
2023-04-06,Петрокотский,Колбасовы,3,3
2023-04-06,Петрокотский,Молочковы,10,8
2023-04-06,Петрокотский,Мятновы,9,9
2023-04-06,Петрокотский,Сметанинковы,11,9
2023-04-06,Приморский,Колбасовы,2,1
2023-04-06,Приморский,Молочковы,4,3
2023-04-06,Приморский,Мятновы,8,7
2023-04-06,Приморский,Сметанинковы,7,5
2023-04-06,Невский,Колбасовы,10,8
2023-04-06,Невский,Молочковы,6,5
2023-04-06,Невский,Мятновы,6,4
2023-04-06,Невский,Сметанинковы,9,9
2023-04-05,Мышеостровский,Колбасовы,2,2
2023-04-05,Мышеостровский,Молочковы,9,8
2023-04-05,Мышеостровский,Мятновы,5,3
2023-04-05,Мышеостровский,Сметанинковы,9,7
2023-04-05,Краснокотейский,Колбасовы,8,8
2023-04-05,Краснокотейский,Молочковы,1,1
2023-04-05,Краснокотейский,Мятновы,3,2
2023-04-05,Краснокотейский,Сметанинковы,1,1
2023-04-05,Мышесельский,Колбасовы,10,8
2023-04-05,Мышесельский,Молочковы,1,1
2023-04-05,Мышесельский,Мятновы,10,8
2023-04-05,Мышесельский,Сметанинковы,3,3
2023-04-05,Петрокотский,Колбасовы,2,1
2023-04-05,Петрокотский,Молочковы,7,6
2023-04-05,Петрокотский,Мятновы,5,5
2023-04-05,Петрокотский,Сметанинковы,4,4
2023-04-05,Приморский,Колбасовы,9,7
2023-04-05,Приморский,Молочковы,6,6
2023-04-05,Приморский,Мятновы,5,4
2023-04-05,Приморский,Сметанинковы,11,9
2023-04-05,Невский,Колбасовы,5,5
2023-04-05,Невский,Молочковы,11,9
2023-04-05,Невский,Мятновы,3,1
2023-04-05,Невский,Сметанинковы,9,7
2023-04-04,Мышеостровский,Колбасовы,11,9
2023-04-04,Мышеостровский,Молочковы,4,2
2023-04-04,Мышеостровский,Мятновы,2,1
2023-04-04,Мышеостровский,Сметанинковы,3,3
2023-04-04,Краснокотейский,Колбасовы,10,9
2023-04-04,Краснокотейский,Молочковы,10,9
2023-04-04,Краснокотейский,Мятновы,9,8
2023-04-04,Краснокотейский,Сметанинковы,6,4
2023-04-04,Мышесельский,Колбасовы,10,9
2023-04-04,Мышесельский,Молочковы,1,1
2023-04-04,Мышесельский,Мятновы,4,4
2023-04-04,Мышесельский,Сметанинковы,8,7
2023-04-04,Петрокотский,Колбасовы,2,1
2023-04-04,Петрокотский,Молочковы,3,2
2023-04-04,Петрокотский,Мятновы,3,2
2023-04-04,Петрокотский,Сметанинковы,5,3
2023-04-04,Приморский,Колбасовы,3,1
2023-04-04,Приморский,Молочковы,7,6
2023-04-04,Приморский,Мятновы,10,9
2023-04-04,Приморский,Сметанинковы,10,9
2023-04-04,Невский,Колбасовы,8,8
2023-04-04,Невский,Молочковы,10,9
2023-04-04,Невский,Мятновы,7,7
2023-04-04,Невский,Сметанинковы,6,4
2023-04-03,Мышеостровский,Колбасовы,6,6
2023-04-03,Мышеостровский,Молочковы,7,7
2023-04-03,Мышеостровский,Мятновы,8,6
2023-04-03,Мышеостровский,Сметанинковы,6,6
2023-04-03,Краснокотейский,Колбасовы,7,6
2023-04-03,Краснокотейский,Молочковы,3,2
2023-04-03,Краснокотейский,Мятновы,3,3
2023-04-03,Краснокотейский,Сметанинковы,4,4
2023-04-03,Мышесельский,Колбасовы,7,6
2023-04-03,Мышесельский,Молочковы,4,3
2023-04-03,Мышесельский,Мятновы,8,8
2023-04-03,Мышесельский,Сметанинковы,7,5
2023-04-03,Петрокотский,Колбасовы,4,4
2023-04-03,Петрокотский,Молочковы,4,3
2023-04-03,Петрокотский,Мятновы,8,8
2023-04-03,Петрокотский,Сметанинковы,4,2
2023-04-03,Приморский,Колбасовы,4,3
2023-04-03,Приморский,Молочковы,1,1
2023-04-03,Приморский,Мятновы,4,4
2023-04-03,Приморский,Сметанинковы,5,4
2023-04-03,Невский,Колбасовы,7,5
2023-04-03,Невский,Молочковы,7,5
2023-04-03,Невский,Мятновы,6,6
2023-04-03,Невский,Сметанинковы,7,6
2023-04-02,Мышеостровский,Колбасовы,6,6
2023-04-02,Мышеостровский,Молочковы,2,1
2023-04-02,Мышеостровский,Мятновы,3,1
2023-04-02,Мышеостровский,Сметанинковы,4,4
2023-04-02,Краснокотейский,Колбасовы,8,7
2023-04-02,Краснокотейский,Молочковы,6,4
2023-04-02,Краснокотейский,Мятновы,4,2
2023-04-02,Краснокотейский,Сметанинковы,8,7
2023-04-02,Мышесельский,Колбасовы,6,4
2023-04-02,Мышесельский,Молочковы,1,1
2023-04-02,Мышесельский,Мятновы,9,7
2023-04-02,Мышесельский,Сметанинковы,8,8
2023-04-02,Петрокотский,Колбасовы,9,7
2023-04-02,Петрокотский,Молочковы,2,2
2023-04-02,Петрокотский,Мятновы,9,8
2023-04-02,Петрокотский,Сметанинковы,8,7
2023-04-02,Приморский,Колбасовы,9,9
2023-04-02,Приморский,Молочковы,6,6
2023-04-02,Приморский,Мятновы,3,3
2023-04-02,Приморский,Сметанинковы,3,1
2023-04-02,Невский,Колбасовы,9,9
2023-04-02,Невский,Молочковы,5,5
2023-04-02,Невский,Мятновы,8,6
2023-04-02,Невский,Сметанинковы,8,6
2023-04-01,Мышеостровский,Колбасовы,2,2
2023-04-01,Мышеостровский,Молочковы,7,5
2023-04-01,Мышеостровский,Мятновы,7,6
2023-04-01,Мышеостровский,Сметанинковы,8,8
2023-04-01,Краснокотейский,Колбасовы,3,1
2023-04-01,Краснокотейский,Молочковы,9,7
2023-04-01,Краснокотейский,Мятновы,1,1
2023-04-01,Краснокотейский,Сметанинковы,4,3
2023-04-01,Мышесельский,Колбасовы,4,2
2023-04-01,Мышесельский,Молочковы,5,5
2023-04-01,Мышесельский,Мятновы,8,8
2023-04-01,Мышесельский,Сметанинковы,3,1
2023-04-01,Петрокотский,Колбасовы,9,9
2023-04-01,Петрокотский,Молочковы,11,9
2023-04-01,Петрокотский,Мятновы,2,1
2023-04-01,Петрокотский,Сметанинковы,7,6
2023-04-01,Приморский,Колбасовы,9,7
2023-04-01,Приморский,Молочковы,5,3
2023-04-01,Приморский,Мятновы,7,6
2023-04-01,Приморский,Сметанинковы,2,1
2023-04-01,Невский,Колбасовы,6,6
2023-04-01,Невский,Молочковы,6,4
2023-04-01,Невский,Мятновы,5,4
2023-04-01,Невский,Сметанинковы,6,5
2023-03-31,Мышеостровский,Колбасовы,9,7
2023-03-31,Мышеостровский,Молочковы,11,9
2023-03-31,Мышеостровский,Мятновы,8,7
2023-03-31,Мышеостровский,Сметанинковы,3,3
2023-03-31,Краснокотейский,Колбасовы,8,7
2023-03-31,Краснокотейский,Молочковы,9,8
2023-03-31,Краснокотейский,Мятновы,10,9
2023-03-31,Краснокотейский,Сметанинковы,11,9
2023-03-31,Мышесельский,Колбасовы,8,7
2023-03-31,Мышесельский,Молочковы,10,9
2023-03-31,Мышесельский,Мятновы,11,9
2023-03-31,Мышесельский,Сметанинковы,5,3
2023-03-31,Петрокотский,Колбасовы,4,4
2023-03-31,Петрокотский,Молочковы,5,3
2023-03-31,Петрокотский,Мятновы,9,7
2023-03-31,Петрокотский,Сметанинковы,3,2
2023-03-31,Приморский,Колбасовы,1,1
2023-03-31,Приморский,Молочковы,9,8
2023-03-31,Приморский,Мятновы,7,5
2023-03-31,Приморский,Сметанинковы,6,4
2023-03-31,Невский,Колбасовы,5,4
2023-03-31,Невский,Молочковы,2,2
2023-03-31,Невский,Мятновы,7,7
2023-03-31,Невский,Сметанинковы,4,4
2023-03-30,Мышеостровский,Колбасовы,8,7
2023-03-30,Мышеостровский,Молочковы,4,3
2023-03-30,Мышеостровский,Мятновы,5,3
2023-03-30,Мышеостровский,Сметанинковы,4,4
2023-03-30,Краснокотейский,Колбасовы,7,6
2023-03-30,Краснокотейский,Молочковы,7,5
2023-03-30,Краснокотейский,Мятновы,6,5
2023-03-30,Краснокотейский,Сметанинковы,6,5
2023-03-30,Мышесельский,Колбасовы,5,5
2023-03-30,Мышесельский,Молочковы,9,9
2023-03-30,Мышесельский,Мятновы,11,9
2023-03-30,Мышесельский,Сметанинковы,11,9
2023-03-30,Петрокотский,Колбасовы,10,9
2023-03-30,Петрокотский,Молочковы,8,6
2023-03-30,Петрокотский,Мятновы,9,9
2023-03-30,Петрокотский,Сметанинковы,4,3
2023-03-30,Приморский,Колбасовы,6,6
2023-03-30,Приморский,Молочковы,3,2
2023-03-30,Приморский,Мятновы,8,6
2023-03-30,Приморский,Сметанинковы,6,4
2023-03-30,Невский,Колбасовы,7,6
2023-03-30,Невский,Молочковы,3,2
2023-03-30,Невский,Мятновы,9,8
2023-03-30,Невский,Сметанинковы,2,1
2023-03-29,Мышеостровский,Колбасовы,7,7
2023-03-29,Мышеостровский,Молочковы,7,7
2023-03-29,Мышеостровский,Мятновы,6,4
2023-03-29,Мышеостровский,Сметанинковы,9,9
2023-03-29,Краснокотейский,Колбасовы,9,8
2023-03-29,Краснокотейский,Молочковы,7,5
2023-03-29,Краснокотейский,Мятновы,9,7
2023-03-29,Краснокотейский,Сметанинковы,2,2
2023-03-29,Мышесельский,Колбасовы,6,4
2023-03-29,Мышесельский,Молочковы,5,5
2023-03-29,Мышесельский,Мятновы,3,2
2023-03-29,Мышесельский,Сметанинковы,2,2
2023-03-29,Петрокотский,Колбасовы,5,5
2023-03-29,Петрокотский,Молочковы,5,4
2023-03-29,Петрокотский,Мятновы,8,8
2023-03-29,Петрокотский,Сметанинковы,6,5
2023-03-29,Приморский,Колбасовы,3,2
2023-03-29,Приморский,Молочковы,4,4
2023-03-29,Приморский,Мятновы,2,2
2023-03-29,Приморский,Сметанинковы,2,1
2023-03-29,Невский,Колбасовы,1,1
2023-03-29,Невский,Молочковы,8,6
2023-03-29,Невский,Мятновы,6,4
2023-03-29,Невский,Сметанинковы,10,9
2023-03-28,Мышеостровский,Колбасовы,4,3
2023-03-28,Мышеостровский,Молочковы,9,9
2023-03-28,Мышеостровский,Мятновы,4,4
2023-03-28,Мышеостровский,Сметанинковы,1,1
2023-03-28,Краснокотейский,Колбасовы,3,2
2023-03-28,Краснокотейский,Молочковы,3,1
2023-03-28,Краснокотейский,Мятновы,7,5
2023-03-28,Краснокотейский,Сметанинковы,11,9
2023-03-28,Мышесельский,Колбасовы,9,8
2023-03-28,Мышесельский,Молочковы,6,5
2023-03-28,Мышесельский,Мятновы,8,8
2023-03-28,Мышесельский,Сметанинковы,4,2
2023-03-28,Петрокотский,Колбасовы,6,4
2023-03-28,Петрокотский,Молочковы,5,4
2023-03-28,Петрокотский,Мятновы,7,6
2023-03-28,Петрокотский,Сметанинковы,10,9
2023-03-28,Приморский,Колбасовы,3,3
2023-03-28,Приморский,Молочковы,8,6
2023-03-28,Приморский,Мятновы,2,2
2023-03-28,Приморский,Сметанинковы,6,5
2023-03-28,Невский,Колбасовы,9,9
2023-03-28,Невский,Молочковы,4,2
2023-03-28,Невский,Мятновы,4,3
2023-03-28,Невский,Сметанинковы,6,5
2023-03-27,Мышеостровский,Колбасовы,6,5
2023-03-27,Мышеостровский,Молочковы,10,8
2023-03-27,Мышеостровский,Мятновы,7,5
